Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ARE,United Arab Emirates,360,Gross domestic product corresponding to fiscal year,National Currency,149832000000,165202000000,153625000000,140764000000,139543000000,136964000000,108542000000,119183000000,121139000000,139829000000,180210000000,182892000000,191654000000,196171000000,210901000000,233611000000,260607000000,279736000000,269539000000,304321000000,381549000000,379412000000,403300000000,456662000000,542885000000,663318000000,815723000000,947197000000,1158580000000,931153000000,1064240000000,1287820000000,1375680000000,1432670000000,1480520000000,1315250000000,1311250000000,1405010000000,1559470000000,1571370000000,1649430000000,1724240000000,1802840000000,1886810000000,1977170000000
ARE,United Arab Emirates,362,Volume of imports (% change),Percent change,13.329,9.186,-5.417,-7.335,-15.31,-4.672,-14.793,4.305,6.073,18.711,17,14.117,23.057,13.366,7.928,13.837,4.094,17.679,3.447,0.561,9.216,11.352,12.775,13.271,25.26,13.542,9.133,38.721,22.194,-13.611,0.76,10.06,9.593,11.33,12.571,0.818,4.303,0.27,-4.466,0.85,2.097,-0.256,-0.047,-0.117,-0.243
ARE,United Arab Emirates,363,Volume of exports (% change),Percent change,-7.202,2.284,-8.81,-7.777,1.197,0.238,-4.436,3.639,7.401,14.486,47,-3.793,4.248,15.818,-1.255,11.189,12.902,15.73,-6.935,3.447,21.027,4.326,6.801,19.302,20.634,16.332,13.81,15.677,18.929,-11.729,6.186,18.388,17.363,8.499,5.558,2.343,6.107,0.261,-7.786,2.889,1.747,0.064,0.465,0.51,0.169
ARE,United Arab Emirates,2777,General government total expenditure,% of GDP,,,,,,,,,,,,35.587,29.42,30.729,30.099,26.06,28.328,22.848,26.516,24.736,21.598,25.229,21.333,20.05,17.707,15.744,15.627,17.655,21.95,34.997,32.231,31.171,29.141,30.327,33.127,32.36,30.882,30.414,30.214,31.374,30.59,29.249,28.522,27.672,26.863
ARE,United Arab Emirates,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,3.849,3.321,-2.816,-1.782,3.571,0.941,6.797,1.022,1.331,10.567,1.205,-1.238,2.352,6.4,15.987,20.15,17.124,17.637,-6.127,0.551,5.316,9.006,8.395,1.911,-3.363,-2.018,-1.63,-1.773,-0.842,-1.699,-0.639,-0.166,0.328,0.494
ARE,United Arab Emirates,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,5.391,3.582,-2.8,-1.781,3.575,0.948,6.797,1.023,1.332,10.634,1.298,-1.21,2.356,6.455,16.024,20.151,17.131,17.67,-5.95,0.877,5.499,9.32,8.807,2.186,-3.151,-1.867,-1.493,-1.515,-0.54,-1.381,-0.328,0.137,0.624,0.782
ARE,United Arab Emirates,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,,4.815,3.093,2.69,3.595,4.404,5.64,6.632,6.842,7.853,12.532,24.084,21.949,17.445,16.986,15.759,15.539,18.69,20.217,19.747,18.67,19.202,18.958,18.652,18.36,18.07,17.776
ARE,United Arab Emirates,3092,"Inflation, average consumer prices",Percent change,10.066,7.946,7.083,1.297,2.433,3.5,5.435,5.498,4.995,2.792,0.604,3.4,6.383,5.273,5.699,4.33,2.976,2.966,1.994,2.1,1.348,2.8,2.918,3.119,5.041,6.195,9.285,11.128,12.272,1.562,0.878,0.877,0.662,1.101,2.346,4.07,1.617,1.967,3.08,2.135,2.056,2.093,2.114,2.086,2.225
ARG,Argentina,345,Total investment (% of GDP),% of GDP,20.985,18.769,18.172,17.325,16.441,14.388,14.416,16.192,15.537,12.857,11.712,12.269,13.853,17.846,18.054,16.892,17.943,18.989,19.123,16.029,15.797,14.046,10.306,13.284,17.551,18.888,18.68,20.099,19.573,16.053,17.706,18.398,16.502,17.306,17.263,17.071,19.053,18.757,20.774,16.969,15.074,15.192,15.121,14.938,14.547
ARG,Argentina,346,Gross national savings (% of GDP),% of GDP,21.401,18.789,17.89,17.493,16.818,17.783,16.725,14.99,16.056,15.545,15.958,13.294,12.8,14.439,14.425,18.193,15.518,15.119,14.607,12.098,12.833,12.692,18.235,19.054,19.35,21.362,21.471,22.199,21.065,18.22,17.323,17.386,16.133,15.159,15.634,14.328,16.34,13.843,15.42,14.993,12.587,12.671,12.638,12.466,12.058
ARG,Argentina,347,"Inflation, average consumer prices",Index,,,,,,,,,,,,,,,,,,26.468,26.713,26.401,26.153,25.875,32.568,36.946,38.577,42.297,46.907,51.049,55.431,58.907,65.069,71.43,78.603,86.95,,,168.27,211.473,283.959,408.024,502.727,595.384,671.326,726.647,768.605
ARG,Argentina,352,Population (WEO),Value,27950000,28450000,28930000,29340000,29840000,30350000,30740000,31090000,31470000,31860000,32530000,32970000,33420000,33917000,34353000,34779000,35196000,35604000,36005000,36399000,36784000,37156000,37516000,37870000,38226000,38592000,38971000,39356000,39746000,40134000,40788000,41261000,41733000,42203000,42670000,43132000,43590000,44072000,44560000,45052000,45551000,46054000,46564000,47078000,47599000
ARG,Argentina,354,General government total expenditure,National Currency,,,,,,,,,,,,,,58220000000,66022000000,65957000000,69032000000,73951000000,77310000000,80741000000,80224000000,79407000000,76371000000,92572000000,111719000000,142284000000,190548000000,265014000000,353657000000,430831000000,554305000000,760502000000,971294000000,1259030000000,1779070000000,2463140000000,3411230000000,4382860000000,5680580000000,7560650000000,9363400000000,11282040000000,13036170000000,14362530000000,15504740000000
ARG,Argentina,355,General government net lending/borrowing,National Currency,,,,,,,,,,,,,,-64000000,-3597000000,-5985000000,-8552000000,-6014000000,-6106000000,-11743000000,-10261000000,-15824000000,-7173000000,4780000000,17218000000,18572000000,9624000000,-972000000,2675000000,-32458000000,-23958000000,-59810000000,-79590000000,-108914000000,-194679000000,-357284000000,-542291000000,-712745000000,-750695000000,-542042000000,-372805000000,-437953000000,-406439000000,-378823000000,-242620000000
ARG,Argentina,356,General government structural balance,National Currency,,,,,,,,,,,,,,275000000,-4597000000,-3206000000,-7160000000,-8351000000,-10101000000,-13337000000,-13012000000,-15966000000,3948000000,13207000000,21240000000,24525000000,17312000000,-1564000000,-6341000000,-4001000000,-14682000000,-80778000000,-95165000000,-137016000000,-192931000000,-386492000000,-578008000000,-723388000000,-571752000000,-160801000000,74317000000,13152000000,-4067000000,-95915000000,-100097000000
ARG,Argentina,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,,3324000000,424000000,-1178000000,-2939000000,829000000,1745000000,-2088000000,1267000000,-3469000000,324000000,12035000000,23294000000,29123000000,21336000000,15107000000,20065000000,-15709000000,-9750000000,-34570000000,-44710000000,-88350000000,-160226000000,-263040000000,-386576000000,-449974000000,-315803000000,7482000000,280197000000,360683000000,462522000000,521522000000,701003000000
ARG,Argentina,359,General government gross debt,National Currency,,,,,,,,,,,,,63250000000,71112000000,81820000000,88711000000,99046000000,103718000000,114134000000,123366000000,129750000000,144222000000,514452000000,526045000000,571843000000,467672000000,506808000000,557318000000,618669000000,691316000000,722089000000,848400000000,1066670000000,1456380000000,2046710000000,3129850000000,4365880000000,6079300000000,12569410000000,15313110000000,17576730000000,20264400000000,22775180000000,24696300000000,26378680000000
ARG,Argentina,360,Gross domestic product corresponding to fiscal year,National Currency,,,,,1000000,6000000,11000000,25000000,120000000,3517000000,74710000000,196088000000,245668000000,256365000000,279150000000,280080000000,295120000000,317549000000,324242000000,307673000000,308491000000,291738000000,337905000000,407425000000,485115000000,582538000000,715904000000,896980000000,1149650000000,1247930000000,1661720000000,2179020000000,2637910000000,3348310000000,4579090000000,5954510000000,8228160000000,10644780000000,14566560000000,20175070000000,25458250000000,31106620000000,36269640000000,40702820000000,44321970000000
ARG,Argentina,362,Volume of imports (% change),Percent change,41.493,-8.239,-42.58,-6.924,4.705,-13.038,18.523,11.422,-9.204,-16.419,-0.69,75.576,66.462,13.423,26.7,-11.484,19.483,30.046,9.881,-15.955,-2.407,-16.629,-53.553,48.933,51.165,18.375,12.966,22.202,14.597,-23.858,39.414,21.578,-5.952,3.548,-10.842,2.644,3.568,14.224,-6.14,-8.877,9.393,7.675,9.455,9.505,7.789
ARG,Argentina,363,Volume of exports (% change),Percent change,43.237,5.204,3.947,2.582,-2.591,15.554,-9.975,-3.519,18.728,7.472,16.833,-5.105,2.105,2.385,17.375,25.559,6.395,15.133,12.705,-2.148,1.867,6.132,0.238,5.016,0.003,11.55,4.559,5.96,-0.951,-10.783,13.702,2.292,-5.837,-3.688,-7.786,-1.633,6.807,-0.154,-2.1,10.226,3.559,6.036,5.574,7.058,5.791
ARG,Argentina,2777,General government total expenditure,% of GDP,,,,,,,,,,,,,,22.71,23.651,23.549,23.391,23.288,23.843,26.243,26.005,27.219,22.601,22.721,23.029,24.425,26.616,29.545,30.762,34.524,33.357,34.901,36.821,37.602,38.852,41.366,41.458,41.174,38.997,37.475,36.779,36.269,35.942,35.286,34.982
ARG,Argentina,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,,,-0.025,-1.289,-2.137,-2.898,-1.894,-1.883,-3.817,-3.326,-5.424,-2.123,1.173,3.549,3.188,1.344,-0.108,0.233,-2.601,-1.442,-2.745,-3.017,-3.253,-4.251,-6,-6.591,-6.696,-5.154,-2.687,-1.464,-1.408,-1.121,-0.931,-0.547
ARG,Argentina,2781,General government structural balance,% of GDP,,,,,,,,,,,,,,0.107,-1.674,-1.094,-2.373,-2.712,-3.298,-4.45,-4.358,-5.489,1.042,3.08,4.306,4.229,2.457,-0.182,-0.571,-0.301,-0.884,-3.823,-3.614,-4.156,-4.148,-6.548,-6.913,-6.794,-3.745,-0.742,0.272,0.04,-0.011,-0.229,-0.223
ARG,Argentina,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,,1.297,0.152,-0.42,-0.996,0.261,0.538,-0.678,0.411,-1.189,0.096,2.954,4.802,4.999,2.98,1.684,1.745,-1.259,-0.587,-1.587,-1.695,-2.639,-3.499,-4.417,-4.698,-4.227,-2.168,0.037,1.101,1.16,1.275,1.281,1.582
ARG,Argentina,2787,General government gross debt,% of GDP,,,,,,,,,,,,,25.746,27.739,29.31,31.673,33.561,32.662,35.2,40.097,42.06,49.435,152.248,129.114,117.878,80.282,70.793,62.133,53.814,55.397,43.454,38.935,40.436,43.496,44.697,52.563,53.06,57.111,86.289,75.901,69.041,65.145,62.794,60.675,59.516
ARG,Argentina,3092,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,,,,,,0.925,-1.167,-0.939,-1.065,25.869,13.443,4.416,9.642,10.898,8.83,8.585,6.27,10.461,9.775,10.043,10.619,,,,25.675,34.277,43.691,23.21,18.431,12.755,8.241,5.774
ARG,Argentina,3296,Unemployment rate (% of total labor force) (WEO),%,3,5,4.5,5,5,6.25,6.3,6,6.5,8,7.6,6.48,7.112,11.606,13.348,18.904,18.76,16.808,14.789,16.061,17.134,19.209,22.45,17.25,13.625,11.575,10.175,8.475,7.875,8.675,7.75,7.15,7.2,7.075,7.25,6.533,8.467,8.35,9.2,9.943,9.892,9.67,9.41,9.081,8.783
ARM,Armenia,345,Total investment (% of GDP),% of GDP,,,,,,,,,,,,,8.824,7.698,27.942,20.809,21.095,23.266,22.686,20.769,18.232,15.844,18.159,24.392,22.919,28.371,33.55,38.161,43.809,33.822,25.969,26.72,20.19,19.201,20.825,21.161,19.727,20.662,21.608,23.208,23.711,23.699,24.071,24.276,24.366
ARM,Armenia,346,Gross national savings (% of GDP),% of GDP,,,,,,,,,,,,,,,,3.836,2.894,3.95,0.693,3.833,2.451,5.404,11.938,18.211,20.714,25.843,31.155,30.804,29.585,17.338,15.797,16.56,12.798,13.422,13.244,18.364,16.614,17.815,15.448,18.608,19.411,19.399,19.771,19.767,19.915
ARM,Armenia,347,"Inflation, average consumer prices",Index,,,,,,,,,,,,,0.018,0.672,36.135,100,118.653,135.318,147.055,148.008,146.837,151.457,154.167,161.171,170.725,171.95,177.853,185.951,202.72,209.903,225.171,242.403,248.56,262.946,270.783,280.885,276.935,279.474,286.522,292.605,301.379,310.96,321.29,332.191,343.581
ARM,Armenia,352,Population (WEO),Value,,,,,,,,,,,,,3450000,3370000,3290000,3220000,3170000,3140000,3110000,3090000,3080000,3060000,3050000,3040000,3030000,3010000,3000000,2990000,2980000,2970000,2966000,2968000,2970000,2980000,2985000,2990000,2991000,2991000,2991000,2991000,2992000,2992000,2992000,2992000,2993000
ARM,Armenia,354,General government total expenditure,National Currency,,,,,,,,,,,,,,,,,,,,,,,,,,445685000000,531250000000,706059000000,793430000000,897051000000,906591000000,943140000000,956318000000,1084090000000,1158420000000,1328030000000,1370590000000,1448250000000,1409740000000,1648060000000,1765990000000,1888860000000,2029910000000,2194720000000,2377250000000
ARM,Armenia,355,General government net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,,,,,,-44326000000,-51806000000,-73512000000,-62677000000,-241482000000,-172298000000,-108661000000,-63763000000,-72566000000,-93805000000,-243953000000,-285406000000,-266324000000,-109643000000,-165858000000,-142446000000,-149783000000,-143528000000,-150842000000,-176488000000
ARM,Armenia,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,,,,,,,,,,,,,,,,-34017000000,-42782000000,-63555000000,-52282000000,-225285000000,-142109000000,-73430000000,-23555000000,-25821000000,-32161000000,-169869000000,-187129000000,-146564000000,29372000000,-7802000000,14023000000,8232000000,21718000000,30318000000,21445000000
ARM,Armenia,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,269654000000,374042000000,431731000000,386987000000,405952000000,444761000000,519170000000,534176000000,504307000000,459054000000,429848000000,448757000000,468064000000,883197000000,963031000000,1110240000000,1278580000000,1444680000000,1688740000000,1994520000000,2383780000000,2689240000000,2950020000000,3157140000000,3442130000000,3737690000000,4113710000000,4488130000000,4878710000000
ARM,Armenia,360,Gross domestic product corresponding to fiscal year,National Currency,,,,,,,,,,,,,295000000,3897000000,187065000000,522256000000,661209000000,804336000000,955385000000,987444000000,1031340000000,1175880000000,1362470000000,1624640000000,1907950000000,2242880000000,2656190000000,3149280000000,3568230000000,3141650000000,3460200000000,3777950000000,4266460000000,4555640000000,4828630000000,5043630000000,5067290000000,5568900000000,6083380000000,6583970000000,7141700000000,7700340000000,8314150000000,8983080000000,9709180000000
ARM,Armenia,362,Volume of imports (% change),Percent change,,,,,,,,,,,,,,,,,19.625,12.568,15.624,-10.206,3.695,15.581,10.928,19.345,4.669,17.67,9.622,34.974,19.858,-15.942,4.444,-2.263,5.263,10.34,2.759,-10.513,8.26,22.176,7,2.622,2.386,3.908,4.515,5.093,4.51
ARM,Armenia,363,Volume of exports (% change),Percent change,,,,,,,,,,,,,,,,,18.539,-5.84,19.977,4.488,8.596,28.887,30.189,18.572,-0.773,15.559,3.35,8.197,-15.322,-4.671,29.615,5.761,7.589,9.539,8.217,16.28,19.944,13.766,-0.902,8.64,4.622,4.088,4.206,5.046,4.281
ARM,Armenia,2777,General government total expenditure,% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,19.871,20,22.42,22.236,28.553,26.201,24.964,22.415,23.797,23.991,26.331,27.048,26.006,23.174,25.031,24.728,24.53,24.415,24.432,24.485
ARM,Armenia,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,-1.976,-1.95,-2.334,-1.757,-7.686,-4.979,-2.876,-1.495,-1.593,-1.943,-4.837,-5.632,-4.782,-1.802,-2.519,-1.995,-1.945,-1.726,-1.679,-1.818
ARM,Armenia,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,-1.517,-1.611,-2.018,-1.465,-7.171,-4.107,-1.944,-0.552,-0.567,-0.666,-3.368,-3.693,-2.632,0.483,-0.119,0.196,0.107,0.261,0.338,0.221
ARM,Armenia,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,40.782,46.503,45.189,39.191,39.362,37.824,38.105,32.88,26.432,20.467,16.183,14.249,13.118,28.113,27.832,29.387,29.968,31.712,34.974,39.545,47.042,48.29,48.493,47.952,48.198,48.539,49.478,49.962,50.248
ARM,Armenia,3092,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,3731.8,5273.45,176.743,18.653,14.046,8.673,0.648,-0.791,3.146,1.79,4.543,5.928,0.717,3.433,4.553,9.018,3.544,7.274,7.653,2.54,5.788,2.981,3.731,-1.406,0.917,2.522,2.123,2.999,3.179,3.322,3.393,3.429
ARM,Armenia,3296,Unemployment rate (% of total labor force) (WEO),%,,,,,,,,,,,,,,,,,,,,,,38.4,35.3,31.2,31.6,31.2,27.8,28.7,16.4,18.7,19,18.4,17.3,16.2,17.6,18.5,20.201,18.596,18.136,17.912,17.705,17.772,17.672,17.572,17.472
ATG,Antigua and Barbuda,345,Total investment (% of GDP),% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.523,24.047,24.476,24.665,25.025,25.287,25.527,25.722,25.888,26.048,26.201
ATG,Antigua and Barbuda,346,Gross national savings (% of GDP),% of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.485,29.293,22.263,17.764,20.278,21.791,21.817,21.848,22.131,22.272,22.433
ATG,Antigua and Barbuda,347,"Inflation, average consumer prices",Index,48.819,54.416,56.685,58.015,60.245,60.845,61.149,63.352,67.66,70.611,75.265,78.666,81.026,83.538,88.955,91.39,94.1,94.441,97.521,98.628,98.469,100.374,102.791,104.84,106.968,109.213,111.166,112.74,118.753,118.1,122.08,126.3,130.565,131.948,133.386,134.678,134.02,137.279,139.081,141.821,144.669,147.575,150.538,153.562,156.645
ATG,Antigua and Barbuda,352,Population (WEO),Value,68000,68000,67000,66000,65000,64000,63000,62000,61000,60000,60000,61000,62000,63000,65000,67000,68000,70000,72000,74000,76000,77000,78000,79000,79000,80000,81000,82000,83000,84000,85000,86000,86000,87000,88000,89000,90000,91000,92000,93000,94000,95000,96000,97000,98000
ATG,Antigua and Barbuda,354,General government total expenditure,National Currency,,,,,,,,,,,234000000,283000000,265000000,297000000,357000000,349000000,359000000,332000000,441000000,458000000,513000000,573000000,638000000,621000000,608000000,665000000,916000000,957000000,976000000,1201000000,700000000,733000000,683000000,741000000,776000000,964000000,956000000,921000000,1031000000,1131000000,1123000000,1182000000,1240000000,1303000000,1374000000
ATG,Antigua and Barbuda,355,General government net lending/borrowing,National Currency,,,,,,,,,,,2000000,-53000000,-12000000,-37000000,-73000000,-65000000,-30000000,0,-35000000,-69000000,-110000000,-203000000,-214000000,-187000000,-108000000,-133000000,-233000000,-200000000,-198000000,-592000000,-9000000,-107000000,-36000000,-137000000,-97000000,-94000000,-6000000,-59000000,-155000000,-200000000,-201000000,-235000000,-270000000,-351000000,-387000000
ATG,Antigua and Barbuda,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,47000000,-20000000,25000000,4000000,-28000000,-22000000,21000000,32000000,17000000,-23000000,1000000,-128000000,-128000000,-76000000,-1000000,-36000000,-118000000,-89000000,-96000000,-357000000,56000000,-44000000,39000000,-54000000,-6000000,-3000000,93000000,48000000,-33000000,-64000000,-49000000,-64000000,-80000000,-137000000,-144000000
ATG,Antigua and Barbuda,359,General government gross debt,National Currency,,,,,,,,,,,1217000000,1289000000,1287000000,1303000000,1427000000,1533000000,1569000000,1599000000,2016000000,2164000000,2346000000,2549000000,2777000000,2892000000,2983000000,2558000000,2785000000,2757000000,2811000000,3337000000,2783000000,2820000000,2835000000,3056000000,3529000000,3620000000,3399000000,3589000000,3870000000,4095000000,4349000000,4617000000,4913000000,5291000000,5704000000
ATG,Antigua and Barbuda,360,Gross domestic product corresponding to fiscal year,National Currency,355000000,399000000,444000000,492000000,563000000,650000000,784000000,910000000,1076000000,1185000000,1241000000,1301000000,1348000000,1445000000,1591000000,1559000000,1711000000,1838000000,1965000000,2069000000,2241000000,2162000000,2199000000,2310000000,2483000000,2760000000,3124000000,3541000000,3695000000,3305000000,3112000000,3084000000,3271000000,3221000000,3444000000,3670000000,3955000000,4094000000,4391000000,4635000000,4884000000,5106000000,5313000000,5527000000,5751000000
